clone_pair,start_commit,end_commit,genealogy
jax/scipy/special.py^136^167+jax/scipy/special.py^182^208,b10765062,cc1d2aaae,"I,c953ca2d8,8,2"
jax/core.py^105^129+jax/interpreters/partial_eval.py^440^466,81f77a0b3,cc1d2aaae,"I,5aef18f89,4,1-I,9a8523603,103,2-I,07260f657,2,1-I,1e7d13b5f,7,3-I,abbc70b20,38,2-I,596522501,3,2-I,7d716b830,6,2-I,34065df24,5,1-I,177e7cf31,2,1-I,4236eb2b5,6,2-I,60db0a073,11,2-I,2678a4647,18,2-I,2ab00151e,2,1-I,32319e1bc,1,1-I,610187cd3,4,2-I,823ad552d,10,2"
jax/abstract_arrays.py^114^119+jax/interpreters/xla.py^291^296,81f77a0b3,0080c8954,"I,42dd736af,2,1-I,1e7d13b5f,6,1"
jax/interpreters/partial_eval.py^57^67+jax/interpreters/partial_eval.py^311^320,81f77a0b3,a45e28377,"I,82dbf9131,4,2-I,1c134f8a6,2,1-I,abbc70b20,14,3-I,34065df24,4,1-I,75278309a,3,2"
jax/interpreters/partial_eval.py^261^271+jax/interpreters/partial_eval.py^311^320,81f77a0b3,a45e28377,"I,82dbf9131,4,2-I,abbc70b20,10,3-I,75278309a,3,2"
jax/core.py^42^48+jax/interpreters/xla.py^282^290,c05d6e879,fc2a12c47,"I,34065df24,8,1-I,177e7cf31,2,1-I,75278309a,2,2-I,a7c2cdea6,8,2-I,6614f9489,1,1-I,2bd010ae8,6,2-I,40805e4f1,1,2"
jax/core.py^428^434+jax/interpreters/xla.py^252^257,c05d6e879,267a4ca4c,"I,2bd010ae8,6,2"
jax/abstract_arrays.py^114^119+jax/interpreters/xla.py^302^307,c05d6e879,0080c8954,"I,42dd736af,2,1-I,e14052046,3,2-I,1e7d13b5f,6,1"
jax/interpreters/xla.py^308^313+jax/interpreters/xla.py^314^319,c05d6e879,cc1d2aaae,"I,ae835b747,9,3-I,36c882ba4,14,2-I,d17e69ee2,24,2-I,e14052046,8,1-I,8028e4b57,7,2-I,282225f67,4,2-I,abbc70b20,2,2-I,b39da1f84,1,2-I,c375adf52,2,2-I,6124f703a,49,2-I,75278309a,5,2-I,edcd43acc,6,2-I,4f3011f32,2,2-I,4236eb2b5,16,2-I,2678a4647,6,2-I,6614f9489,2,1-I,bdd791566,2,2-I,75b00a123,7,2-I,7ec0b4017,7,2-I,d25f4b34b,6,2-I,2bd010ae8,4,2-I,8f6e077d9,6,2-I,d262bae88,63,2-I,68e9e1c26,6,2-I,a48752a57,18,2"
examples/mnist_classifier.py^42^47+examples/spmd_mnist_classifier_fromscratch.py^58^64,cd1e4601c,cc1d2aaae,"I,d59ecddfe,12,3"
examples/mnist_classifier_fromscratch.py^54^60+examples/spmd_mnist_classifier_fromscratch.py^58^64,cd1e4601c,cc1d2aaae,"I,d59ecddfe,12,3"
examples/mnist_classifier_fromscratch.py^39^48+examples/spmd_mnist_classifier_fromscratch.py^42^51,cd1e4601c,cc1d2aaae,"I,d59ecddfe,12,3"
jax/experimental/optimizers.py^81^100+jax/experimental/optimizers.py^102^121,35383f17b,8dbd51d3f,"I,9788a3584,2,1-I,adb15b7f4,6,1-I,538691b9f,4,2-I,0e229e4ea,4,2-I,afeefa6f1,23,2-I,3ac809ede,2,1-I,623c20105,55,3"
jax/numpy/lax_numpy.py^1135^1142+jax/numpy/lax_numpy.py^1144^1151,f857762a0,7bf2d77bd,"I,ee36818a5,1,2-I,ff94b4442,1,2-I,fb79d56ac,49,3"
jax/numpy/lax_numpy.py^1748^1754+jax/numpy/lax_numpy.py^1756^1763,f857762a0,cc1d2aaae,"I,d2f84d635,4,3-I,c38bc3680,8,3"
jax/numpy/lax_numpy.py^1790^1796+jax/numpy/lax_numpy.py^1798^1805,c9aa60102,b04019ea7,"I,ad9b6d4d9,4,1"
jax/scipy/special.py^144^175+jax/scipy/special.py^190^216,925cff05e,cc1d2aaae,"C,0cf14837c,4,3-I,c953ca2d8,4,2"
jax/core.py^42^48+jax/interpreters/xla.py^284^292,0fd1b8a65,cc1d2aaae,"I,34065df24,8,1-I,177e7cf31,2,1-I,75278309a,2,2-I,a7c2cdea6,8,2-I,6614f9489,1,1-I,2bd010ae8,6,2-I,931bf3674,5,2-I,995220a73,2,1-I,ffa9328a6,2,1"
jax/core.py^428^434+jax/interpreters/xla.py^254^259,0fd1b8a65,267a4ca4c,"I,2bd010ae8,11,2"
jax/numpy/lax_numpy.py^1136^1143+jax/numpy/lax_numpy.py^1145^1152,0fd1b8a65,7bf2d77bd,"I,ee36818a5,1,2-I,ff94b4442,1,2-I,fb79d56ac,48,3"
jax/numpy/lax_numpy.py^1791^1797+jax/numpy/lax_numpy.py^1799^1806,0fd1b8a65,b04019ea7,"I,ad9b6d4d9,3,1"
jax/abstract_arrays.py^114^119+jax/interpreters/xla.py^304^309,0fd1b8a65,0080c8954,"I,42dd736af,2,1-I,e14052046,5,2-I,1e7d13b5f,6,1"
jax/interpreters/xla.py^310^315+jax/interpreters/xla.py^316^321,0fd1b8a65,cc1d2aaae,"I,ae835b747,9,1-I,36c882ba4,14,2-I,d17e69ee2,24,2-I,a15aa9bd4,1,2-I,e14052046,6,1-I,8028e4b57,7,2-I,282225f67,4,2-I,abbc70b20,2,2-I,b39da1f84,1,2-I,c375adf52,2,2-I,6124f703a,49,2-I,75278309a,5,2-I,edcd43acc,6,2-I,4f3011f32,2,2-I,4236eb2b5,16,2-I,2678a4647,6,2-I,6614f9489,2,1-I,bdd791566,2,2-I,75b00a123,7,2-I,7ec0b4017,7,2-I,d25f4b34b,6,2-I,2bd010ae8,4,2-I,8f6e077d9,6,2-I,d262bae88,63,3-I,68e9e1c26,6,2-I,a48752a57,19,2"
jax/core.py^42^48+jax/interpreters/xla.py^285^293,650db36d3,cc1d2aaae,"I,34065df24,8,1-I,177e7cf31,2,1-I,75278309a,2,2-I,a7c2cdea6,8,2-I,6614f9489,1,1-I,2bd010ae8,5,2-I,931bf3674,5,2-I,995220a73,2,1-I,ffa9328a6,2,1"
jax/core.py^428^434+jax/interpreters/xla.py^255^260,650db36d3,267a4ca4c,"I,ccb203c89,2,2-I,2bd010ae8,10,2"
jax/abstract_arrays.py^114^119+jax/interpreters/xla.py^305^310,650db36d3,0080c8954,"I,42dd736af,2,1-I,e14052046,5,2-I,1e7d13b5f,6,1"
